ra,dec,total,score,avg
97.0,39.0,75.0,75.0,1.0
97.0,40.0,89.0,188.0,2.1123595505617976
97.0,41.0,68.0,167.0,2.4558823529411766
97.0,42.0,91.0,289.0,3.1758241758241756
97.0,43.0,102.0,102.0,1.0
97.0,44.0,134.0,233.0,1.7388059701492538
97.0,45.0,107.0,305.0,2.850467289719626
97.0,46.0,136.0,433.0,3.1838235294117645
97.0,47.0,132.0,330.0,2.5
97.0,48.0,114.0,312.0,2.736842105263158
97.0,49.0,120.0,318.0,2.65
97.0,50.0,123.0,618.0,5.024390243902439
97.0,51.0,132.0,330.0,2.5
97.0,52.0,119.0,416.0,3.495798319327731
97.0,53.0,163.0,559.0,3.4294478527607364
97.0,54.0,143.0,638.0,4.461538461538462
97.0,55.0,123.0,321.0,2.6097560975609757
97.0,56.0,156.0,552.0,3.5384615384615383
97.0,57.0,145.0,541.0,3.731034482758621
97.0,58.0,141.0,636.0,4.51063829787234
97.0,59.0,145.0,343.0,2.3655172413793104
97.0,60.0,170.0,665.0,3.911764705882353
97.0,61.0,152.0,251.0,1.6513157894736843
97.0,62.0,158.0,455.0,2.8797468354430378
97.0,63.0,109.0,505.0,4.63302752293578
97.0,64.0,122.0,518.0,4.245901639344262
97.0,65.0,140.0,437.0,3.1214285714285714
97.0,66.0,116.0,413.0,3.560344827586207
97.0,67.0,103.0,301.0,2.9223300970873787
97.0,68.0,108.0,207.0,1.9166666666666667
97.0,69.0,96.0,195.0,2.03125
97.0,70.0,77.0,176.0,2.2857142857142856
97.0,71.0,103.0,202.0,1.9611650485436893
97.0,72.0,107.0,404.0,3.7757009345794392
97.0,73.0,110.0,110.0,1.0
97.0,74.0,77.0,374.0,4.857142857142857
97.0,75.0,95.0,293.0,3.0842105263157893
97.0,76.0,101.0,398.0,3.9405940594059405
97.0,77.0,71.0,368.0,5.183098591549296
97.0,78.0,88.0,385.0,4.375
97.0,79.0,85.0,283.0,3.3294117647058825
97.0,80.0,58.0,58.0,1.0
97.0,81.0,70.0,169.0,2.414285714285714
97.0,82.0,84.0,381.0,4.535714285714286
97.0,83.0,179.0,278.0,1.553072625698324
97.0,84.0,127.0,325.0,2.559055118110236
97.0,85.0,45.0,342.0,7.6
97.0,86.0,52.0,250.0,4.8076923076923075
97.0,87.0,47.0,47.0,1.0
97.0,88.0,42.0,42.0,1.0
97.0,89.0,144.0,243.0,1.6875
97.0,90.0,39.0,39.0,1.0
97.0,91.0,29.0,128.0,4.413793103448276
97.0,92.0,57.0,255.0,4.473684210526316
97.0,93.0,45.0,144.0,3.2
97.0,94.0,48.0,147.0,3.0625
97.0,95.0,33.0,33.0,1.0
97.0,96.0,29.0,29.0,1.0
97.0,97.0,50.0,50.0,1.0
97.0,98.0,29.0,128.0,4.413793103448276
97,99,0,0,0
98.0,0.0,1.0,1.0,1.0
98.0,1.0,2.0,2.0,1.0
98.0,2.0,2.0,2.0,1.0
98.0,3.0,3.0,102.0,34.0
98,4,0,0,0
98,5,0,0,0
98.0,6.0,2.0,2.0,1.0
98.0,7.0,1.0,1.0,1.0
98.0,8.0,5.0,104.0,20.8
98.0,9.0,2.0,101.0,50.5
98.0,10.0,5.0,5.0,1.0
98.0,11.0,2.0,2.0,1.0
98.0,12.0,9.0,108.0,12.0
98.0,13.0,2.0,101.0,50.5
98.0,14.0,3.0,3.0,1.0
98.0,15.0,7.0,205.0,29.285714285714285
98.0,16.0,2.0,2.0,1.0
98.0,17.0,5.0,5.0,1.0
98.0,18.0,9.0,207.0,23.0
98.0,19.0,19.0,118.0,6.2105263157894735
98.0,20.0,31.0,31.0,1.0
98.0,21.0,50.0,347.0,6.94
98.0,22.0,55.0,352.0,6.4
98.0,23.0,51.0,249.0,4.882352941176471
98.0,24.0,31.0,130.0,4.193548387096774
98.0,25.0,47.0,47.0,1.0
98.0,26.0,46.0,145.0,3.152173913043478
98.0,27.0,59.0,257.0,4.3559322033898304
98.0,28.0,58.0,157.0,2.706896551724138
98.0,29.0,74.0,74.0,1.0
98.0,30.0,74.0,173.0,2.3378378378378377
98.0,31.0,62.0,161.0,2.596774193548387
98.0,32.0,78.0,78.0,1.0
98.0,33.0,56.0,155.0,2.767857142857143
98.0,34.0,74.0,74.0,1.0
98.0,35.0,78.0,78.0,1.0
98.0,36.0,43.0,142.0,3.302325581395349
98.0,37.0,87.0,285.0,3.2758620689655173
98.0,38.0,67.0,265.0,3.955223880597015
98.0,39.0,90.0,387.0,4.3
98.0,40.0,69.0,168.0,2.4347826086956523
98.0,41.0,70.0,70.0,1.0
98.0,42.0,109.0,604.0,5.541284403669724
98.0,43.0,104.0,500.0,4.8076923076923075
98.0,44.0,134.0,332.0,2.4776119402985075
98.0,45.0,105.0,204.0,1.9428571428571428
98.0,46.0,113.0,518.0,4.584070796460177
98.0,47.0,102.0,102.0,1.0
98.0,48.0,114.0,312.0,2.736842105263158
98.0,49.0,104.0,203.0,1.9519230769230769
98.0,50.0,123.0,222.0,1.8048780487804879
98.0,51.0,127.0,226.0,1.779527559055118
98.0,52.0,127.0,523.0,4.118110236220472
98.0,53.0,151.0,646.0,4.2781456953642385
98.0,54.0,132.0,231.0,1.75
98.0,55.0,139.0,436.0,3.1366906474820144
98.0,56.0,185.0,383.0,2.0702702702702704
98.0,57.0,151.0,646.0,4.2781456953642385
98.0,58.0,140.0,536.0,3.8285714285714287
98.0,59.0,157.0,850.0,5.414012738853503
98.0,60.0,150.0,348.0,2.32
98.0,61.0,157.0,553.0,3.522292993630573
98.0,62.0,131.0,329.0,2.5114503816793894
98.0,63.0,115.0,214.0,1.8608695652173912
98.0,64.0,143.0,836.0,5.846153846153846
98.0,65.0,112.0,310.0,2.767857142857143
98.0,66.0,121.0,814.0,6.7272727272727275
98.0,67.0,149.0,545.0,3.6577181208053693
98.0,68.0,98.0,197.0,2.010204081632653
98.0,69.0,130.0,328.0,2.523076923076923
98.0,70.0,81.0,378.0,4.666666666666667
98.0,71.0,107.0,107.0,1.0
98.0,72.0,118.0,514.0,4.3559322033898304
98.0,73.0,115.0,412.0,3.582608695652174
98.0,74.0,91.0,91.0,1.0
98.0,75.0,84.0,282.0,3.357142857142857
98.0,76.0,86.0,383.0,4.453488372093023
98.0,77.0,87.0,285.0,3.2758620689655173
98.0,78.0,57.0,255.0,4.473684210526316
98.0,79.0,72.0,567.0,7.875
98.0,80.0,72.0,666.0,9.25
98.0,81.0,69.0,267.0,3.869565217391304
98.0,82.0,63.0,261.0,4.142857142857143
98.0,83.0,161.0,458.0,2.8447204968944098
98.0,84.0,312.0,510.0,1.6346153846153846
98.0,85.0,62.0,458.0,7.387096774193548
98.0,86.0,37.0,235.0,6.351351351351352
98.0,87.0,68.0,68.0,1.0
98.0,88.0,66.0,66.0,1.0
98.0,89.0,143.0,143.0,1.0
98.0,90.0,45.0,45.0,1.0
98.0,91.0,42.0,141.0,3.357142857142857
98.0,92.0,41.0,140.0,3.4146341463414633
98.0,93.0,43.0,142.0,3.302325581395349
98.0,94.0,37.0,37.0,1.0
98.0,95.0,37.0,235.0,6.351351351351352
98.0,96.0,27.0,27.0,1.0
98.0,97.0,50.0,50.0,1.0
98.0,98.0,16.0,313.0,19.5625
98.0,99.0,2.0,101.0,50.5
99.0,0.0,2.0,2.0,1.0
99,1,0,0,0
99.0,2.0,1.0,1.0,1.0
99,3,0,0,0
99.0,4.0,4.0,103.0,25.75
99.0,5.0,2.0,2.0,1.0
99.0,6.0,2.0,200.0,100.0
99.0,7.0,1.0,1.0,1.0
99.0,8.0,6.0,6.0,1.0
99.0,9.0,2.0,2.0,1.0
99.0,10.0,6.0,6.0,1.0
99.0,11.0,3.0,3.0,1.0
99.0,12.0,4.0,103.0,25.75
99.0,13.0,4.0,4.0,1.0
99.0,14.0,6.0,6.0,1.0
99.0,15.0,15.0,213.0,14.2
99.0,16.0,1.0,1.0,1.0
99.0,17.0,7.0,106.0,15.142857142857142
99.0,18.0,9.0,108.0,12.0
99.0,19.0,21.0,120.0,5.714285714285714
99.0,20.0,23.0,23.0,1.0
99.0,21.0,47.0,155.0,3.297872340425532
99.0,22.0,46.0,145.0,3.152173913043478
99.0,23.0,44.0,242.0,5.5
99.0,24.0,35.0,35.0,1.0
99.0,25.0,39.0,237.0,6.076923076923077
99.0,26.0,48.0,48.0,1.0
99.0,27.0,75.0,183.0,2.44
99.0,28.0,37.0,136.0,3.675675675675676
99.0,29.0,60.0,60.0,1.0
99.0,30.0,55.0,253.0,4.6
99.0,31.0,60.0,258.0,4.3
99.0,32.0,89.0,287.0,3.2247191011235956
99.0,33.0,74.0,74.0,1.0
99.0,34.0,76.0,274.0,3.6052631578947367
99.0,35.0,73.0,73.0,1.0
99.0,36.0,76.0,76.0,1.0
99.0,37.0,55.0,55.0,1.0
99.0,38.0,72.0,369.0,5.125
99.0,39.0,90.0,288.0,3.2
99.0,40.0,111.0,408.0,3.675675675675676
99.0,41.0,83.0,380.0,4.578313253012048
99.0,42.0,108.0,207.0,1.9166666666666667
99.0,43.0,109.0,406.0,3.7247706422018347
99.0,44.0,115.0,313.0,2.7217391304347824
99.0,45.0,109.0,109.0,1.0
99.0,46.0,100.0,199.0,1.99
99.0,47.0,124.0,223.0,1.7983870967741935
99.0,48.0,116.0,215.0,1.853448275862069
99.0,49.0,132.0,429.0,3.25
99.0,50.0,140.0,635.0,4.535714285714286
99.0,51.0,153.0,450.0,2.9411764705882355
99.0,52.0,156.0,255.0,1.6346153846153846
99.0,53.0,110.0,704.0,6.4
99.0,54.0,154.0,352.0,2.2857142857142856
99.0,55.0,156.0,750.0,4.8076923076923075
99.0,56.0,146.0,938.0,6.424657534246576
99.0,57.0,175.0,472.0,2.697142857142857
99.0,58.0,146.0,839.0,5.7465753424657535
99.0,59.0,169.0,763.0,4.514792899408284
99.0,60.0,199.0,694.0,3.487437185929648
99.0,61.0,153.0,648.0,4.235294117647059
99.0,62.0,147.0,444.0,3.020408163265306
99.0,63.0,125.0,323.0,2.584
99.0,64.0,125.0,224.0,1.792
99.0,65.0,153.0,549.0,3.588235294117647
99.0,66.0,131.0,527.0,4.022900763358779
99.0,67.0,122.0,320.0,2.622950819672131
99.0,68.0,93.0,93.0,1.0
99.0,69.0,85.0,382.0,4.4941176470588236
99.0,70.0,148.0,445.0,3.0067567567567566
99.0,71.0,138.0,336.0,2.4347826086956523
99.0,72.0,128.0,128.0,1.0
99.0,73.0,106.0,106.0,1.0
99.0,74.0,82.0,181.0,2.207317073170732
99.0,75.0,92.0,290.0,3.152173913043478
99.0,76.0,74.0,470.0,6.351351351351352
99.0,77.0,99.0,198.0,2.0
99.0,78.0,74.0,173.0,2.3378378378378377
99.0,79.0,69.0,267.0,3.869565217391304
99.0,80.0,53.0,251.0,4.735849056603773
99.0,81.0,85.0,382.0,4.4941176470588236
99.0,82.0,81.0,180.0,2.2222222222222223
99.0,83.0,159.0,258.0,1.6226415094339623
99.0,84.0,214.0,511.0,2.3878504672897196
99.0,85.0,75.0,174.0,2.32
99.0,86.0,59.0,158.0,2.6779661016949152
99.0,87.0,82.0,379.0,4.621951219512195
99.0,88.0,67.0,67.0,1.0
99.0,89.0,124.0,223.0,1.7983870967741935
99.0,90.0,67.0,166.0,2.4776119402985075
99.0,91.0,39.0,138.0,3.5384615384615383
99.0,92.0,49.0,49.0,1.0
99.0,93.0,49.0,49.0,1.0
99.0,94.0,44.0,242.0,5.5
99.0,95.0,54.0,153.0,2.8333333333333335
99.0,96.0,32.0,131.0,4.09375
99.0,97.0,51.0,447.0,8.764705882352942
99.0,98.0,33.0,132.0,4.0
99.0,99.0,2.0,2.0,1.0
100.0,0.0,1.0,1.0,1.0
100,1,0,0,0
100,2,0,0,0
100.0,3.0,2.0,200.0,100.0
100.0,4.0,2.0,2.0,1.0
100.0,5.0,2.0,200.0,100.0
100.0,6.0,1.0,100.0,100.0
100.0,7.0,2.0,2.0,1.0
100.0,8.0,1.0,100.0,100.0
100.0,9.0,7.0,106.0,15.142857142857142
100.0,10.0,2.0,2.0,1.0
100.0,11.0,6.0,6.0,1.0
100.0,12.0,2.0,101.0,50.5
100.0,13.0,1.0,1.0,1.0
100.0,14.0,4.0,4.0,1.0
100.0,15.0,5.0,104.0,20.8
100.0,16.0,9.0,9.0,1.0
100.0,17.0,9.0,207.0,23.0
100.0,18.0,4.0,103.0,25.75
100.0,19.0,18.0,117.0,6.5
100.0,20.0,29.0,29.0,1.0
100.0,21.0,31.0,130.0,4.193548387096774
100.0,22.0,46.0,343.0,7.456521739130435
100.0,23.0,55.0,55.0,1.0
100.0,24.0,41.0,140.0,3.4146341463414633
100.0,25.0,54.0,54.0,1.0
100.0,26.0,58.0,256.0,4.413793103448276
100.0,27.0,72.0,171.0,2.375
100.0,28.0,55.0,253.0,4.6
100.0,29.0,62.0,62.0,1.0
100.0,30.0,56.0,452.0,8.071428571428571
100.0,31.0,64.0,64.0,1.0
100.0,32.0,53.0,53.0,1.0
100.0,33.0,64.0,163.0,2.546875
100.0,34.0,63.0,261.0,4.142857142857143
100.0,35.0,72.0,72.0,1.0
100.0,36.0,84.0,282.0,3.357142857142857
100.0,37.0,64.0,163.0,2.546875
100.0,38.0,79.0,277.0,3.5063291139240507
100.0,39.0,59.0,257.0,4.3559322033898304
100.0,40.0,88.0,88.0,1.0
100.0,41.0,96.0,195.0,2.03125
100.0,42.0,97.0,97.0,1.0
100.0,43.0,104.0,302.0,2.9038461538461537
100.0,44.0,79.0,277.0,3.5063291139240507
100.0,45.0,101.0,101.0,1.0
100.0,46.0,98.0,296.0,3.020408163265306
100.0,47.0,94.0,193.0,2.0531914893617023
100.0,48.0,152.0,449.0,2.9539473684210527
100.0,49.0,100.0,496.0,4.96
100.0,50.0,133.0,430.0,3.2330827067669174
100.0,51.0,72.0,270.0,3.75
100.0,52.0,134.0,134.0,1.0
100.0,53.0,158.0,455.0,2.8797468354430378
100.0,54.0,123.0,519.0,4.219512195121951
100.0,55.0,141.0,339.0,2.404255319148936
100.0,56.0,151.0,745.0,4.933774834437086
100.0,57.0,168.0,564.0,3.357142857142857
100.0,58.0,136.0,433.0,3.1838235294117645
100.0,59.0,161.0,359.0,2.229813664596273
100.0,60.0,177.0,870.0,4.915254237288136
100.0,61.0,127.0,523.0,4.118110236220472
100.0,62.0,143.0,440.0,3.076923076923077
100.0,63.0,150.0,348.0,2.32
100.0,64.0,109.0,604.0,5.541284403669724
100.0,65.0,121.0,418.0,3.4545454545454546
100.0,66.0,92.0,290.0,3.152173913043478
100.0,67.0,125.0,521.0,4.168
100.0,68.0,103.0,202.0,1.9611650485436893
100.0,69.0,111.0,408.0,3.675675675675676
100.0,70.0,102.0,696.0,6.823529411764706
100.0,71.0,131.0,329.0,2.5114503816793894
100.0,72.0,76.0,274.0,3.6052631578947367
100.0,73.0,98.0,395.0,4.030612244897959
100.0,74.0,94.0,490.0,5.212765957446808
100.0,75.0,109.0,406.0,3.7247706422018347
100.0,76.0,88.0,97.0,1.1022727272727273
100.0,77.0,89.0,89.0,1.0
100.0,78.0,65.0,164.0,2.523076923076923
100.0,79.0,95.0,194.0,2.042105263157895
100.0,80.0,68.0,563.0,8.279411764705882
100.0,81.0,93.0,93.0,1.0
100.0,82.0,49.0,346.0,7.061224489795919
100.0,83.0,148.0,643.0,4.344594594594595
100.0,84.0,161.0,458.0,2.8447204968944098
100.0,85.0,95.0,194.0,2.042105263157895
100.0,86.0,86.0,284.0,3.302325581395349
100.0,87.0,58.0,58.0,1.0
100.0,88.0,75.0,75.0,1.0
100.0,89.0,97.0,196.0,2.020618556701031
100.0,90.0,70.0,268.0,3.8285714285714287
100.0,91.0,27.0,126.0,4.666666666666667
100.0,92.0,59.0,257.0,4.3559322033898304
100.0,93.0,49.0,148.0,3.020408163265306
100.0,94.0,25.0,124.0,4.96
100.0,95.0,51.0,249.0,4.882352941176471
100.0,96.0,37.0,37.0,1.0
100.0,97.0,48.0,48.0,1.0
100.0,98.0,20.0,20.0,1.0
100.0,99.0,3.0,102.0,34.0
101.0,0.0,2.0,101.0,50.5
101,1,0,0,0
101.0,2.0,1.0,100.0,100.0
101.0,3.0,2.0,2.0,1.0
101,4,0,0,0
101,5,0,0,0
101.0,6.0,1.0,1.0,1.0
101.0,7.0,2.0,2.0,1.0
101.0,8.0,3.0,3.0,1.0
101.0,9.0,3.0,102.0,34.0
101.0,10.0,2.0,2.0,1.0
101.0,11.0,3.0,3.0,1.0
101.0,12.0,4.0,4.0,1.0
101.0,13.0,4.0,4.0,1.0
101.0,14.0,5.0,104.0,20.8
101.0,15.0,3.0,102.0,34.0
101.0,16.0,5.0,203.0,40.6
101.0,17.0,4.0,103.0,25.75
101.0,18.0,3.0,102.0,34.0
101.0,19.0,24.0,222.0,9.25
101.0,20.0,59.0,158.0,2.6779661016949152
101.0,21.0,43.0,142.0,3.302325581395349
101.0,22.0,44.0,242.0,5.5
101.0,23.0,43.0,43.0,1.0
101.0,24.0,45.0,45.0,1.0
101.0,25.0,60.0,357.0,5.95
101.0,26.0,57.0,156.0,2.736842105263158
101.0,27.0,52.0,151.0,2.9038461538461537
101.0,28.0,55.0,253.0,4.6
101.0,29.0,53.0,53.0,1.0
101.0,30.0,68.0,167.0,2.4558823529411766
101.0,31.0,54.0,54.0,1.0
101.0,32.0,48.0,48.0,1.0
101.0,33.0,65.0,362.0,5.569230769230769
101.0,34.0,82.0,280.0,3.4146341463414633
101.0,35.0,73.0,172.0,2.356164383561644
101.0,36.0,75.0,471.0,6.28
101.0,37.0,73.0,271.0,3.712328767123288
101.0,38.0,70.0,268.0,3.8285714285714287
101.0,39.0,83.0,380.0,4.578313253012048
101.0,40.0,100.0,298.0,2.98
101.0,41.0,94.0,292.0,3.106382978723404
101.0,42.0,94.0,94.0,1.0
101.0,43.0,83.0,281.0,3.3855421686746987
101.0,44.0,116.0,314.0,2.706896551724138
101.0,45.0,120.0,516.0,4.3
101.0,46.0,96.0,393.0,4.09375
101.0,47.0,124.0,421.0,3.3951612903225805
101.0,48.0,96.0,195.0,2.03125
101.0,49.0,112.0,310.0,2.767857142857143
101.0,50.0,136.0,235.0,1.7279411764705883
101.0,51.0,90.0,486.0,5.4
101.0,52.0,150.0,546.0,3.64
101.0,53.0,153.0,648.0,4.235294117647059
101.0,54.0,135.0,333.0,2.466666666666667
101.0,55.0,168.0,762.0,4.535714285714286
101.0,56.0,131.0,527.0,4.022900763358779
101.0,57.0,132.0,627.0,4.75
101.0,58.0,138.0,1029.0,7.456521739130435
101.0,59.0,150.0,645.0,4.3
101.0,60.0,162.0,360.0,2.2222222222222223
101.0,61.0,154.0,352.0,2.2857142857142856
101.0,62.0,139.0,535.0,3.8489208633093526
101.0,63.0,112.0,508.0,4.535714285714286
101.0,64.0,138.0,534.0,3.869565217391304
101.0,65.0,172.0,766.0,4.453488372093023
101.0,66.0,121.0,121.0,1.0
101.0,67.0,117.0,513.0,4.384615384615385
101.0,68.0,100.0,298.0,2.98
101.0,69.0,91.0,388.0,4.263736263736264
101.0,70.0,93.0,291.0,3.129032258064516
101.0,71.0,85.0,184.0,2.164705882352941
101.0,72.0,85.0,283.0,3.3294117647058825
101.0,73.0,60.0,258.0,4.3
101.0,74.0,93.0,93.0,1.0
101.0,75.0,108.0,108.0,1.0
101.0,76.0,82.0,379.0,4.621951219512195
101.0,77.0,75.0,174.0,2.32
101.0,78.0,94.0,292.0,3.106382978723404
101.0,79.0,76.0,373.0,4.907894736842105
101.0,80.0,55.0,253.0,4.6
101.0,81.0,76.0,274.0,3.6052631578947367
101.0,82.0,88.0,88.0,1.0
101.0,83.0,100.0,496.0,4.96
101.0,84.0,96.0,789.0,8.21875
101.0,85.0,124.0,520.0,4.193548387096774
101.0,86.0,37.0,235.0,6.351351351351352
101.0,87.0,66.0,66.0,1.0
101.0,88.0,73.0,73.0,1.0
101.0,89.0,104.0,203.0,1.9519230769230769
101.0,90.0,108.0,306.0,2.8333333333333335
101.0,91.0,77.0,77.0,1.0
101.0,92.0,44.0,341.0,7.75
101.0,93.0,66.0,165.0,2.5
101.0,94.0,48.0,48.0,1.0
101.0,95.0,34.0,133.0,3.911764705882353
101.0,96.0,31.0,427.0,13.774193548387096
101.0,97.0,41.0,239.0,5.829268292682927
101.0,98.0,24.0,24.0,1.0
101.0,99.0,7.0,106.0,15.142857142857142
102,0,0,0,0
102.0,1.0,1.0,100.0,100.0
102.0,2.0,1.0,1.0,1.0
102,3,0,0,0
102.0,4.0,1.0,1.0,1.0
102.0,5.0,3.0,3.0,1.0
102.0,6.0,3.0,102.0,34.0
102.0,7.0,4.0,4.0,1.0
102,8,0,0,0
102.0,9.0,1.0,100.0,100.0
102.0,10.0,3.0,3.0,1.0
102.0,11.0,4.0,103.0,25.75
102.0,12.0,6.0,6.0,1.0
102.0,13.0,2.0,101.0,50.5
102.0,14.0,2.0,101.0,50.5
102.0,15.0,1.0,1.0,1.0
102.0,16.0,6.0,6.0,1.0
102,17,0,0,0
102.0,18.0,3.0,3.0,1.0
102.0,19.0,27.0,126.0,4.666666666666667
102.0,20.0,25.0,25.0,1.0
102.0,21.0,50.0,149.0,2.98
102.0,22.0,33.0,330.0,10.0
102.0,23.0,35.0,134.0,3.8285714285714287
102.0,24.0,40.0,40.0,1.0
102.0,25.0,25.0,124.0,4.96
102.0,26.0,37.0,37.0,1.0
102.0,27.0,38.0,137.0,3.6052631578947367
102.0,28.0,57.0,156.0,2.736842105263158
102.0,29.0,67.0,166.0,2.4776119402985075
102.0,30.0,77.0,77.0,1.0
102.0,31.0,62.0,260.0,4.193548387096774
102.0,32.0,62.0,260.0,4.193548387096774
102.0,33.0,66.0,264.0,4.0
102.0,34.0,57.0,57.0,1.0
102.0,35.0,71.0,71.0,1.0
102.0,36.0,62.0,458.0,7.387096774193548
102.0,37.0,87.0,285.0,3.2758620689655173
102.0,38.0,67.0,265.0,3.955223880597015
102.0,39.0,93.0,192.0,2.064516129032258
102.0,40.0,54.0,54.0,1.0
102.0,41.0,81.0,180.0,2.2222222222222223
102.0,42.0,73.0,172.0,2.356164383561644
102.0,43.0,72.0,468.0,6.5
102.0,44.0,107.0,206.0,1.925233644859813
102.0,45.0,112.0,211.0,1.8839285714285714
102.0,46.0,79.0,277.0,3.5063291139240507
102.0,47.0,136.0,433.0,3.1838235294117645
102.0,48.0,119.0,218.0,1.8319327731092436
102.0,49.0,133.0,331.0,2.488721804511278
102.0,50.0,134.0,1025.0,7.649253731343284
102.0,51.0,125.0,323.0,2.584
102.0,52.0,133.0,538.0,4.045112781954887
102.0,53.0,145.0,649.0,4.475862068965517
102.0,54.0,148.0,445.0,3.0067567567567566
102.0,55.0,164.0,659.0,4.0182926829268295
102.0,56.0,185.0,284.0,1.5351351351351352
102.0,57.0,166.0,661.0,3.9819277108433737
102.0,58.0,149.0,545.0,3.6577181208053693
102.0,59.0,175.0,373.0,2.1314285714285712
102.0,60.0,138.0,435.0,3.152173913043478
102.0,61.0,128.0,227.0,1.7734375
102.0,62.0,147.0,345.0,2.3469387755102042
102.0,63.0,146.0,443.0,3.0342465753424657
102.0,64.0,143.0,341.0,2.3846153846153846
102.0,65.0,123.0,321.0,2.6097560975609757
102.0,66.0,111.0,309.0,2.7837837837837838
102.0,67.0,135.0,234.0,1.7333333333333334
102.0,68.0,92.0,389.0,4.228260869565218
102.0,69.0,115.0,115.0,1.0
102.0,70.0,100.0,496.0,4.96
102.0,71.0,107.0,107.0,1.0
102.0,72.0,66.0,363.0,5.5
102.0,73.0,102.0,399.0,3.911764705882353
102.0,74.0,89.0,188.0,2.1123595505617976
102.0,75.0,85.0,382.0,4.4941176470588236
102.0,76.0,97.0,394.0,4.061855670103093
102.0,77.0,99.0,198.0,2.0
102.0,78.0,89.0,188.0,2.1123595505617976
102.0,79.0,98.0,197.0,2.010204081632653
102.0,80.0,65.0,263.0,4.046153846153846
102.0,81.0,53.0,152.0,2.8679245283018866
102.0,82.0,67.0,571.0,8.522388059701493
102.0,83.0,100.0,595.0,5.95
102.0,84.0,102.0,498.0,4.882352941176471
102.0,85.0,113.0,311.0,2.752212389380531
102.0,86.0,40.0,139.0,3.475
102.0,87.0,67.0,265.0,3.955223880597015
102.0,88.0,121.0,220.0,1.8181818181818181
102.0,89.0,115.0,214.0,1.8608695652173912
102.0,90.0,84.0,282.0,3.357142857142857
102.0,91.0,45.0,144.0,3.2
102.0,92.0,53.0,251.0,4.735849056603773
102.0,93.0,62.0,161.0,2.596774193548387
102.0,94.0,44.0,539.0,12.25
102.0,95.0,50.0,149.0,2.98
102.0,96.0,48.0,48.0,1.0
102.0,97.0,37.0,136.0,3.675675675675676
102.0,98.0,25.0,124.0,4.96
102.0,99.0,7.0,205.0,29.285714285714285
103.0,0.0,2.0,2.0,1.0
103,1,0,0,0
103.0,2.0,2.0,2.0,1.0
103,3,0,0,0
103.0,4.0,3.0,201.0,67.0
103.0,5.0,4.0,202.0,50.5
103.0,6.0,3.0,102.0,34.0
103.0,7.0,2.0,101.0,50.5
103.0,8.0,3.0,102.0,34.0
103.0,9.0,2.0,101.0,50.5
103.0,10.0,4.0,103.0,25.75
103.0,11.0,2.0,2.0,1.0
103.0,12.0,3.0,3.0,1.0
103.0,13.0,11.0,11.0,1.0
103.0,14.0,1.0,1.0,1.0
103.0,15.0,3.0,102.0,34.0
103.0,16.0,6.0,303.0,50.5
103.0,17.0,7.0,106.0,15.142857142857142
103.0,18.0,3.0,3.0,1.0
103.0,19.0,29.0,29.0,1.0
103.0,20.0,33.0,330.0,10.0
103.0,21.0,45.0,144.0,3.2
103.0,22.0,33.0,33.0,1.0
103.0,23.0,67.0,166.0,2.4776119402985075
103.0,24.0,41.0,41.0,1.0
103.0,25.0,32.0,32.0,1.0
103.0,26.0,56.0,353.0,6.303571428571429
103.0,27.0,30.0,30.0,1.0
103.0,28.0,49.0,148.0,3.020408163265306
103.0,29.0,67.0,265.0,3.955223880597015
103.0,30.0,65.0,362.0,5.569230769230769
103.0,31.0,62.0,458.0,7.387096774193548
103.0,32.0,61.0,61.0,1.0
103.0,33.0,67.0,265.0,3.955223880597015
103.0,34.0,69.0,168.0,2.4347826086956523
103.0,35.0,56.0,452.0,8.071428571428571
103.0,36.0,57.0,57.0,1.0
103.0,37.0,82.0,379.0,4.621951219512195
103.0,38.0,91.0,289.0,3.1758241758241756
103.0,39.0,52.0,52.0,1.0
103.0,40.0,81.0,180.0,2.2222222222222223
103.0,41.0,94.0,193.0,2.0531914893617023
103.0,42.0,90.0,90.0,1.0
103.0,43.0,97.0,196.0,2.020618556701031
103.0,44.0,92.0,290.0,3.152173913043478
103.0,45.0,105.0,303.0,2.8857142857142857
103.0,46.0,141.0,636.0,4.51063829787234
103.0,47.0,111.0,210.0,1.8918918918918919
103.0,48.0,129.0,228.0,1.7674418604651163
103.0,49.0,138.0,336.0,2.4347826086956523
103.0,50.0,146.0,542.0,3.712328767123288
103.0,51.0,122.0,221.0,1.8114754098360655
103.0,52.0,157.0,562.0,3.5796178343949046
103.0,53.0,143.0,341.0,2.3846153846153846
103.0,54.0,139.0,238.0,1.7122302158273381
103.0,55.0,143.0,341.0,2.3846153846153846
103.0,56.0,159.0,555.0,3.490566037735849
103.0,57.0,163.0,559.0,3.4294478527607364
103.0,58.0,128.0,425.0,3.3203125
103.0,59.0,137.0,434.0,3.167883211678832
103.0,60.0,170.0,467.0,2.7470588235294118
103.0,61.0,149.0,545.0,3.6577181208053693
103.0,62.0,117.0,414.0,3.5384615384615383
103.0,63.0,129.0,624.0,4.837209302325581
103.0,64.0,159.0,357.0,2.2452830188679247
103.0,65.0,102.0,399.0,3.911764705882353
103.0,66.0,78.0,276.0,3.5384615384615383
103.0,67.0,106.0,403.0,3.80188679245283
103.0,68.0,106.0,205.0,1.9339622641509433
103.0,69.0,88.0,385.0,4.375
